periodo,periodo_fecha,categoria_ramo,prima_neta,var_pct_mom
2025-01,2025-01-01,Transporte / Navegación,990264199.0,-1.8371602468928439
2025-01,2025-01-01,Vida,12101413107.998943,1.7170511299299918
2025-02,2025-02-01,Accidentes Personales,1447720074.0,36.032183770514315
2025-02,2025-02-01,Asistencias,276255586.0,-6.644673711703453
2025-02,2025-02-01,Autos,57379169409.0,0.6569548810224424
2025-02,2025-02-01,Cumplimiento,12742067678.000002,61.4130222639506
2025-02,2025-02-01,Daños Materiales,7573419366.469958,17.42917779848745
2025-02,2025-02-01,Exequias,424984146.0,-18.859152484612363
2025-02,2025-02-01,Hogar,4815656881.0,4.195003953664278
2025-02,2025-02-01,Ingeniería,46179372.0,23.32054784336186
2025-02,2025-02-01,Manejo / Riesgos Financieros,125869714.0,-81.40077570718454
2025-02,2025-02-01,Otros,2112098431.0000005,-41.47459952117435
2025-02,2025-02-01,PYME / Multiriesgo,2946413868.8600116,12.206103518713117
2025-02,2025-02-01,Responsabilidad Civil,873100153.0,-40.396029369763255
2025-02,2025-02-01,SOAT,2100091300.0,-22.809891122203872
2025-02,2025-02-01,Salud,3076687282.0,-18.939186378635387
2025-02,2025-02-01,Transporte / Navegación,256022202.0,-74.1460710930942
2025-02,2025-02-01,Vida,13188660684.249044,8.984467900954796
2025-03,2025-03-01,Accidentes Personales,524775713.0,-63.75157584504143
2025-03,2025-03-01,Asistencias,434435953.0,57.25870353984443
2025-03,2025-03-01,Autos,53647272221.0,-6.503923333917494
2025-03,2025-03-01,Cumplimiento,2671141682.0,-79.03682707154431
2025-03,2025-03-01,Daños Materiales,8062750533.349954,6.461165600394803
2025-03,2025-03-01,Exequias,535301739.0,25.958049032727914
2025-03,2025-03-01,Hogar,4298329114.0,-10.742620991979269
2025-03,2025-03-01,Ingeniería,794463936.0,1620.387050737719
2025-03,2025-03-01,Manejo / Riesgos Financieros,222888989.0,77.0791256425672
2025-03,2025-03-01,Otros,1702426905.0,-19.396422060028527
2025-03,2025-03-01,PYME / Multiriesgo,5228172649.339922,77.44189655755113
2025-03,2025-03-01,Responsabilidad Civil,645908726.0,-26.021233213550932
2025-03,2025-03-01,SOAT,2156191600.0,2.671326718033651
2025-03,2025-03-01,Salud,3350752313.0,8.90779614175945
2025-03,2025-03-01,Transporte / Navegación,185501769.0,-27.54465528735668
2025-03,2025-03-01,Vida,11923423586.519531,-9.593370608439123
2025-04,2025-04-01,Accidentes Personales,362501747.0,-30.922537377410986
2025-04,2025-04-01,Asistencias,372049973.0,-14.360224923649445
2025-04,2025-04-01,Autos,54209611623.0,1.0482162069367584
2025-04,2025-04-01,Cumplimiento,482270705.00000006,-81.94514696656215
2025-04,2025-04-01,Daños Materiales,6939420934.319981,-13.932337288417207
2025-04,2025-04-01,Exequias,479274109.0,-10.466551090356157
2025-04,2025-04-01,Hogar,3816757623.0,-11.203690509213992
2025-04,2025-04-01,Ingeniería,76113758.0,-90.41948230108207
2025-04,2025-04-01,Manejo / Riesgos Financieros,147891293.0,-33.648004029485726
2025-04,2025-04-01,Otros,2935887446.0,72.45306904968116
2025-04,2025-04-01,PYME / Multiriesgo,5412687664.609921,3.5292448747517025
2025-04,2025-04-01,Responsabilidad Civil,679339829.0,5.175824641204807
2025-04,2025-04-01,SOAT,1715300000.0,-20.447700473371665
2025-04,2025-04-01,Salud,4288858656.0,27.996887127717706
2025-04,2025-04-01,Transporte / Navegación,250440300.0,35.0069604996597
2025-04,2025-04-01,Vida,12019839728.279703,0.8086280006790902
2025-05,2025-05-01,Accidentes Personales,220102680.0,-39.282311927727065
2025-05,2025-05-01,Asistencias,300965962.0,-19.106038478330976
2025-05,2025-05-01,Autos,60409805995.0,11.437444737879998
2025-05,2025-05-01,Aviación,0.0,
2025-05,2025-05-01,Cumplimiento,461342173.0,-4.339581853722596
2025-05,2025-05-01,Daños Materiales,7270473013.289949,4.770600920498991
2025-05,2025-05-01,Exequias,465076134.0,-2.9623914026200793
2025-05,2025-05-01,Hogar,3279694797.0,-14.071179756441143
2025-05,2025-05-01,Ingeniería,78624151.0,3.2982118686085693
2025-05,2025-05-01,Manejo / Riesgos Financieros,446790232.0,202.10719166543498
2025-05,2025-05-01,Otros,1888168311.0,-35.68662471810576
2025-05,2025-05-01,PYME / Multiriesgo,8788546195.290142,62.369357699184924
2025-05,2025-05-01,Responsabilidad Civil,1466083459.21,115.81002564918066
2025-05,2025-05-01,SOAT,2018333000.0,17.66647233720049
2025-05,2025-05-01,Salud,3816091301.0,-11.023150747544708
2025-05,2025-05-01,Transporte / Navegación,419054645.0,67.32716140333643
2025-05,2025-05-01,Vida,12860862377.299,6.996953936420458
2025-06,2025-06-01,Accidentes Personales,284242246.0,29.140747400258824
2025-06,2025-06-01,Asistencias,421740240.0,40.128882747212444
2025-06,2025-06-01,Autos,63071500610.0,4.406063835431451
2025-06,2025-06-01,Aviación,3441473.0,inf
2025-06,2025-06-01,Cumplimiento,524466648.99999994,13.682788978409732
2025-06,2025-06-01,Daños Materiales,8725620179.539984,20.014477236764662
2025-06,2025-06-01,Exequias,449919126.0,-3.259038013763138
2025-06,2025-06-01,Hogar,3242764175.0,-1.1260383750884784
2025-06,2025-06-01,Ingeniería,3626079900.0,4511.916127399582
2025-06,2025-06-01,Manejo / Riesgos Financieros,328417715.5,-26.493980401075557
2025-06,2025-06-01,Otros,1893313838.0,0.2725142123201296
2025-06,2025-06-01,PYME / Multiriesgo,6026783065.77992,-31.42457316763352
2025-06,2025-06-01,Responsabilidad Civil,343856249.0,-76.5459294394272
2025-06,2025-06-01,SOAT,1852924600.0,-8.195297802691625
2025-06,2025-06-01,Salud,4205436435.0,10.202720618816773
2025-06,2025-06-01,Transporte / Navegación,278528287.0,-33.53413681883899
2025-06,2025-06-01,Vida,13476340295.419455,4.785666000180888
2025-07,2025-07-01,Accidentes Personales,694187474.0,144.22389133528023
2025-07,2025-07-01,Agropecuario,0.0,
