periodo_contable,periodo_fecha,tipo_indicador,nombre_campo,nombre_natural,total_registros,cantidad_mala,porcentaje,es_total
202604,2026-04-01,disponibilidad,disponibilidad_mes,Disponibilidad del mes (días con datos),30,0,100.0,1
202604,2026-04-01,disponibilidad,disponibilidad_regla4,Disponibilidad por ramo (días 1–15),85,80,5.88,1
202604,2026-04-01,exactitud,current_record_flag,Marca de vigencia del registro,4639533,0,100.0,0
202604,2026-04-01,exactitud,receipt_type,Tipo de recibo,4639533,316484,93.18,0
202604,2026-04-01,exactitud,source_system,Sistema fuente,4639533,0,100.0,0
202604,2026-04-01,exactitud,TOTAL,Total del periodo,4639533,316484,97.73,1
202604,2026-04-01,unicidad,policy_transaction_movement_sk,Identificador del movimiento,4639533,0,100.0,1
202604,2026-04-01,validez,accountable_period,Periodo contable,4639533,0,100.0,0
202604,2026-04-01,validez,coverage_code,Código de cobertura,4639533,500,99.99,0
202604,2026-04-01,validez,current_record_flag,Marca de vigencia del registro,4639533,0,100.0,0
202604,2026-04-01,validez,inception_date_sk,Fecha de inicio del contrato,4639533,0,100.0,0
202604,2026-04-01,validez,policy_effective_date_sk,Fecha de efectividad de póliza,4639533,0,100.0,0
202604,2026-04-01,validez,policy_number,Número de póliza,4639533,0,100.0,0
202604,2026-04-01,validez,product_code,Código de producto (ramo),4639533,0,100.0,0
202604,2026-04-01,validez,risk_number,Número de riesgo,4639533,0,100.0,0
202604,2026-04-01,validez,source_system,Sistema fuente,4639533,0,100.0,0
202604,2026-04-01,validez,transaction_date_sk,Fecha del movimiento,4639533,0,100.0,0
202604,2026-04-01,validez,transaction_effective_date_sk,Fecha efectiva del movimiento,4639533,0,100.0,0
202604,2026-04-01,validez,transaction_type,Tipo de transacción,4639533,0,100.0,0
202604,2026-04-01,validez,TOTAL_PERIODO,Total del periodo,4639533,500,100.0,1
202605,2026-05-01,completitud,accountable_period,Periodo contable,4738111,0,100.0,0
202605,2026-05-01,completitud,branch_sk,Sucursal / comercial,4738111,0,100.0,0
202605,2026-05-01,completitud,coverage_code,Código de cobertura,4738111,0,100.0,0
202605,2026-05-01,completitud,current_record_flag,Marca de vigencia del registro,4738111,0,100.0,0
202605,2026-05-01,completitud,inception_date_sk,Fecha de inicio del contrato,4738111,0,100.0,0
202605,2026-05-01,completitud,policy_effective_date_sk,Fecha de efectividad de póliza,4738111,0,100.0,0
202605,2026-05-01,completitud,policy_expiration_date_sk,Fecha de vencimiento de póliza,4738111,0,100.0,0
202605,2026-05-01,completitud,policy_number,Número de póliza,4738111,0,100.0,0
202605,2026-05-01,completitud,policy_transaction_movement_sk,Identificador del movimiento,4738111,0,100.0,0
202605,2026-05-01,completitud,product_code,Código de producto (ramo),4738111,0,100.0,0
202605,2026-05-01,completitud,receipt_number,Número de recibo,4738111,0,100.0,0
202605,2026-05-01,completitud,receipt_type,Tipo de recibo,4738111,0,100.0,0
202605,2026-05-01,completitud,risk_number,Número de riesgo,4738111,0,100.0,0
202605,2026-05-01,completitud,source_system,Sistema fuente,4738111,0,100.0,0
202605,2026-05-01,completitud,sseguro,Identificador de seguro (derivado del riesgo),4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_date_sk,Fecha del movimiento,4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_delta_billed_premium_amount,Prima facturada (monto neto),4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_delta_billed_premium_amount_raw,Prima facturada (valor bruto),4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_delta_commission_amount,Comisión del movimiento,4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_effective_date_sk,Fecha efectiva del movimiento,4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_type,Tipo de transacción,4738111,0,100.0,0
202605,2026-05-01,completitud,transaction_type_description,Descripción del tipo de transacción,4738111,0,100.0,0
202605,2026-05-01,completitud,TOTAL_PERIODO,Total del periodo,4738111,0,100.0,1
202605,2026-05-01,disponibilidad,disponibilidad_mes,Disponibilidad del mes (días con datos),31,2,93.55,1
202605,2026-05-01,disponibilidad,disponibilidad_regla4,Disponibilidad por ramo (días 1–15),78,75,3.85,1
202605,2026-05-01,exactitud,current_record_flag,Marca de vigencia del registro,4738111,0,100.0,0
202605,2026-05-01,exactitud,receipt_type,Tipo de recibo,4738111,310526,93.45,0
202605,2026-05-01,exactitud,source_system,Sistema fuente,4738111,0,100.0,0
202605,2026-05-01,exactitud,TOTAL,Total del periodo,4738111,310526,97.82,1
202605,2026-05-01,unicidad,policy_transaction_movement_sk,Identificador del movimiento,4738111,0,100.0,1
202605,2026-05-01,validez,accountable_period,Periodo contable,4738111,0,100.0,0
202605,2026-05-01,validez,coverage_code,Código de cobertura,4738111,420,99.99,0
202605,2026-05-01,validez,current_record_flag,Marca de vigencia del registro,4738111,0,100.0,0
202605,2026-05-01,validez,inception_date_sk,Fecha de inicio del contrato,4738111,0,100.0,0
202605,2026-05-01,validez,policy_effective_date_sk,Fecha de efectividad de póliza,4738111,0,100.0,0
202605,2026-05-01,validez,policy_number,Número de póliza,4738111,0,100.0,0
202605,2026-05-01,validez,product_code,Código de producto (ramo),4738111,0,100.0,0
202605,2026-05-01,validez,risk_number,Número de riesgo,4738111,0,100.0,0
202605,2026-05-01,validez,source_system,Sistema fuente,4738111,0,100.0,0
202605,2026-05-01,validez,transaction_date_sk,Fecha del movimiento,4738111,0,100.0,0
202605,2026-05-01,validez,transaction_effective_date_sk,Fecha efectiva del movimiento,4738111,0,100.0,0
202605,2026-05-01,validez,transaction_type,Tipo de transacción,4738111,0,100.0,0
202605,2026-05-01,validez,TOTAL_PERIODO,Total del periodo,4738111,420,100.0,1
202606,2026-06-01,completitud,accountable_period,Periodo contable,4672976,0,100.0,0
202606,2026-06-01,completitud,branch_sk,Sucursal / comercial,4672976,0,100.0,0
202606,2026-06-01,completitud,coverage_code,Código de cobertura,4672976,0,100.0,0
202606,2026-06-01,completitud,current_record_flag,Marca de vigencia del registro,4672976,0,100.0,0
202606,2026-06-01,completitud,inception_date_sk,Fecha de inicio del contrato,4672976,0,100.0,0
202606,2026-06-01,completitud,policy_effective_date_sk,Fecha de efectividad de póliza,4672976,0,100.0,0
202606,2026-06-01,completitud,policy_expiration_date_sk,Fecha de vencimiento de póliza,4672976,0,100.0,0
202606,2026-06-01,completitud,policy_number,Número de póliza,4672976,0,100.0,0
202606,2026-06-01,completitud,policy_transaction_movement_sk,Identificador del movimiento,4672976,0,100.0,0
202606,2026-06-01,completitud,product_code,Código de producto (ramo),4672976,0,100.0,0
202606,2026-06-01,completitud,receipt_number,Número de recibo,4672976,0,100.0,0
202606,2026-06-01,completitud,receipt_type,Tipo de recibo,4672976,0,100.0,0
202606,2026-06-01,completitud,risk_number,Número de riesgo,4672976,0,100.0,0
202606,2026-06-01,completitud,source_system,Sistema fuente,4672976,0,100.0,0
202606,2026-06-01,completitud,sseguro,Identificador de seguro (derivado del riesgo),4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_date_sk,Fecha del movimiento,4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_delta_billed_premium_amount,Prima facturada (monto neto),4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_delta_billed_premium_amount_raw,Prima facturada (valor bruto),4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_delta_commission_amount,Comisión del movimiento,4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_effective_date_sk,Fecha efectiva del movimiento,4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_type,Tipo de transacción,4672976,0,100.0,0
202606,2026-06-01,completitud,transaction_type_description,Descripción del tipo de transacción,4672976,0,100.0,0
202606,2026-06-01,completitud,TOTAL_PERIODO,Total del periodo,4672976,0,100.0,1
202606,2026-06-01,disponibilidad,disponibilidad_mes,Disponibilidad del mes (días con datos),30,0,100.0,1
202606,2026-06-01,disponibilidad,disponibilidad_regla4,Disponibilidad por ramo (días 1–15),86,78,9.3,1
202606,2026-06-01,exactitud,current_record_flag,Marca de vigencia del registro,4672976,0,100.0,0
202606,2026-06-01,exactitud,receipt_type,Tipo de recibo,4672976,317335,93.21,0
202606,2026-06-01,exactitud,source_system,Sistema fuente,4672976,0,100.0,0
202606,2026-06-01,exactitud,TOTAL,Total del periodo,4672976,317335,97.74,1
202606,2026-06-01,unicidad,policy_transaction_movement_sk,Identificador del movimiento,4672976,0,100.0,1
202606,2026-06-01,validez,accountable_period,Periodo contable,4672976,0,100.0,0
202606,2026-06-01,validez,coverage_code,Código de cobertura,4672976,368,99.99,0
202606,2026-06-01,validez,current_record_flag,Marca de vigencia del registro,4672976,0,100.0,0
202606,2026-06-01,validez,inception_date_sk,Fecha de inicio del contrato,4672976,0,100.0,0
202606,2026-06-01,validez,policy_effective_date_sk,Fecha de efectividad de póliza,4672976,0,100.0,0
202606,2026-06-01,validez,policy_number,Número de póliza,4672976,0,100.0,0
202606,2026-06-01,validez,product_code,Código de producto (ramo),4672976,0,100.0,0
202606,2026-06-01,validez,risk_number,Número de riesgo,4672976,0,100.0,0
202606,2026-06-01,validez,source_system,Sistema fuente,4672976,0,100.0,0
202606,2026-06-01,validez,transaction_date_sk,Fecha del movimiento,4672976,0,100.0,0
202606,2026-06-01,validez,transaction_effective_date_sk,Fecha efectiva del movimiento,4672976,0,100.0,0
202606,2026-06-01,validez,transaction_type,Tipo de transacción,4672976,0,100.0,0
202606,2026-06-01,validez,TOTAL_PERIODO,Total del periodo,4672976,368,100.0,1
202607,2026-07-01,completitud,accountable_period,Periodo contable,5009928,0,100.0,0
202607,2026-07-01,completitud,branch_sk,Sucursal / comercial,5009928,0,100.0,0
202607,2026-07-01,completitud,coverage_code,Código de cobertura,5009928,0,100.0,0
202607,2026-07-01,completitud,current_record_flag,Marca de vigencia del registro,5009928,0,100.0,0
202607,2026-07-01,completitud,inception_date_sk,Fecha de inicio del contrato,5009928,0,100.0,0
202607,2026-07-01,completitud,policy_effective_date_sk,Fecha de efectividad de póliza,5009928,0,100.0,0
202607,2026-07-01,completitud,policy_expiration_date_sk,Fecha de vencimiento de póliza,5009928,0,100.0,0
202607,2026-07-01,completitud,policy_number,Número de póliza,5009928,0,100.0,0
202607,2026-07-01,completitud,policy_transaction_movement_sk,Identificador del movimiento,5009928,0,100.0,0
202607,2026-07-01,completitud,product_code,Código de producto (ramo),5009928,0,100.0,0
202607,2026-07-01,completitud,receipt_number,Número de recibo,5009928,0,100.0,0
202607,2026-07-01,completitud,receipt_type,Tipo de recibo,5009928,0,100.0,0
202607,2026-07-01,completitud,risk_number,Número de riesgo,5009928,0,100.0,0
202607,2026-07-01,completitud,source_system,Sistema fuente,5009928,0,100.0,0
202607,2026-07-01,completitud,sseguro,Identificador de seguro (derivado del riesgo),5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_date_sk,Fecha del movimiento,5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_delta_billed_premium_amount,Prima facturada (monto neto),5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_delta_billed_premium_amount_raw,Prima facturada (valor bruto),5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_delta_commission_amount,Comisión del movimiento,5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_effective_date_sk,Fecha efectiva del movimiento,5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_type,Tipo de transacción,5009928,0,100.0,0
202607,2026-07-01,completitud,transaction_type_description,Descripción del tipo de transacción,5009928,0,100.0,0
202607,2026-07-01,completitud,TOTAL_PERIODO,Total del periodo,5009928,0,100.0,1
202607,2026-07-01,disponibilidad,disponibilidad_mes,Disponibilidad del mes (días con datos),31,0,100.0,1
202607,2026-07-01,disponibilidad,disponibilidad_regla4,Disponibilidad por ramo (días 1–15),85,80,5.88,1
202607,2026-07-01,exactitud,current_record_flag,Marca de vigencia del registro,5009928,0,100.0,0
202607,2026-07-01,exactitud,receipt_type,Tipo de recibo,5009928,315650,93.7,0
202607,2026-07-01,exactitud,source_system,Sistema fuente,5009928,0,100.0,0
202607,2026-07-01,exactitud,TOTAL,Total del periodo,5009928,315650,97.9,1
202607,2026-07-01,unicidad,policy_transaction_movement_sk,Identificador del movimiento,5009928,0,100.0,1
202607,2026-07-01,validez,accountable_period,Periodo contable,5009928,0,100.0,0
202607,2026-07-01,validez,coverage_code,Código de cobertura,5009928,347,99.99,0
202607,2026-07-01,validez,current_record_flag,Marca de vigencia del registro,5009928,0,100.0,0
202607,2026-07-01,validez,inception_date_sk,Fecha de inicio del contrato,5009928,0,100.0,0
202607,2026-07-01,validez,policy_effective_date_sk,Fecha de efectividad de póliza,5009928,0,100.0,0
202607,2026-07-01,validez,policy_number,Número de póliza,5009928,0,100.0,0
202607,2026-07-01,validez,product_code,Código de producto (ramo),5009928,0,100.0,0
202607,2026-07-01,validez,risk_number,Número de riesgo,5009928,0,100.0,0
202607,2026-07-01,validez,source_system,Sistema fuente,5009928,0,100.0,0
202607,2026-07-01,validez,transaction_date_sk,Fecha del movimiento,5009928,0,100.0,0
202607,2026-07-01,validez,transaction_effective_date_sk,Fecha efectiva del movimiento,5009928,0,100.0,0
202607,2026-07-01,validez,transaction_type,Tipo de transacción,5009928,0,100.0,0
202607,2026-07-01,validez,TOTAL_PERIODO,Total del periodo,5009928,347,100.0,1
202608,2026-08-01,completitud,accountable_period,Periodo contable,3625509,0,100.0,0
202608,2026-08-01,completitud,branch_sk,Sucursal / comercial,3625509,0,100.0,0
202608,2026-08-01,completitud,coverage_code,Código de cobertura,3625509,0,100.0,0
202608,2026-08-01,completitud,current_record_flag,Marca de vigencia del registro,3625509,0,100.0,0
202608,2026-08-01,completitud,inception_date_sk,Fecha de inicio del contrato,3625509,0,100.0,0
202608,2026-08-01,completitud,policy_effective_date_sk,Fecha de efectividad de póliza,3625509,0,100.0,0
202608,2026-08-01,completitud,policy_expiration_date_sk,Fecha de vencimiento de póliza,3625509,0,100.0,0
202608,2026-08-01,completitud,policy_number,Número de póliza,3625509,0,100.0,0
202608,2026-08-01,completitud,policy_transaction_movement_sk,Identificador del movimiento,3625509,0,100.0,0
202608,2026-08-01,completitud,product_code,Código de producto (ramo),3625509,0,100.0,0
202608,2026-08-01,completitud,receipt_number,Número de recibo,3625509,0,100.0,0
202608,2026-08-01,completitud,receipt_type,Tipo de recibo,3625509,0,100.0,0
202608,2026-08-01,completitud,risk_number,Número de riesgo,3625509,0,100.0,0
202608,2026-08-01,completitud,source_system,Sistema fuente,3625509,0,100.0,0
202608,2026-08-01,completitud,sseguro,Identificador de seguro (derivado del riesgo),3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_date_sk,Fecha del movimiento,3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_delta_billed_premium_amount,Prima facturada (monto neto),3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_delta_billed_premium_amount_raw,Prima facturada (valor bruto),3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_delta_commission_amount,Comisión del movimiento,3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_effective_date_sk,Fecha efectiva del movimiento,3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_type,Tipo de transacción,3625509,0,100.0,0
202608,2026-08-01,completitud,transaction_type_description,Descripción del tipo de transacción,3625509,0,100.0,0
202608,2026-08-01,completitud,TOTAL_PERIODO,Total del periodo,3625509,0,100.0,1
202608,2026-08-01,disponibilidad,disponibilidad_mes,Disponibilidad del mes (días con datos),17,0,100.0,1
202608,2026-08-01,disponibilidad,disponibilidad_regla4,Disponibilidad por ramo (días 1–15),73,68,6.85,1
202608,2026-08-01,exactitud,current_record_flag,Marca de vigencia del registro,3625509,0,100.0,0
202608,2026-08-01,exactitud,receipt_type,Tipo de recibo,3625509,291815,91.95,0
202608,2026-08-01,exactitud,source_system,Sistema fuente,3625509,0,100.0,0
202608,2026-08-01,exactitud,TOTAL,Total del periodo,3625509,291815,97.32,1
202608,2026-08-01,unicidad,policy_transaction_movement_sk,Identificador del movimiento,3625509,0,100.0,1
202608,2026-08-01,validez,accountable_period,Periodo contable,3625509,0,100.0,0
202608,2026-08-01,validez,coverage_code,Código de cobertura,3625509,155,100.0,0
202608,2026-08-01,validez,current_record_flag,Marca de vigencia del registro,3625509,0,100.0,0
202608,2026-08-01,validez,inception_date_sk,Fecha de inicio del contrato,3625509,0,100.0,0
202608,2026-08-01,validez,policy_effective_date_sk,Fecha de efectividad de póliza,3625509,0,100.0,0
202608,2026-08-01,validez,policy_number,Número de póliza,3625509,0,100.0,0
202608,2026-08-01,validez,product_code,Código de producto (ramo),3625509,0,100.0,0
202608,2026-08-01,validez,risk_number,Número de riesgo,3625509,0,100.0,0
202608,2026-08-01,validez,source_system,Sistema fuente,3625509,0,100.0,0
202608,2026-08-01,validez,transaction_date_sk,Fecha del movimiento,3625509,0,100.0,0
202608,2026-08-01,validez,transaction_effective_date_sk,Fecha efectiva del movimiento,3625509,0,100.0,0
202608,2026-08-01,validez,transaction_type,Tipo de transacción,3625509,0,100.0,0
202608,2026-08-01,validez,TOTAL_PERIODO,Total del periodo,3625509,155,100.0,1
